timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
227985059,1,1,1,0,0,1,1,0,1,1,1,1,0
228494936,1,1,1,0,0,1,1,0,1,1,1,1,0
229005834,1,1,1,0,0,1,1,0,1,1,1,1,0
229507210,1,1,1,0,0,1,1,0,1,1,1,1,0
230017769,1,1,1,0,0,1,1,0,1,1,1,1,0
230517792,1,1,1,0,0,1,1,0,1,1,1,1,0
231025936,1,1,1,0,0,1,1,0,1,1,1,1,0
231529822,1,1,1,0,0,1,1,0,1,1,1,1,0
232038795,1,1,1,0,0,1,1,0,1,1,1,1,0
232538852,1,1,1,0,0,1,1,0,1,1,1,1,0
233038857,1,1,1,0,0,1,1,0,1,1,1,1,0
233541837,1,1,1,0,0,1,1,0,1,1,1,1,0
234043360,1,1,1,0,0,1,1,0,1,1,1,1,0
234550823,1,1,1,0,0,1,1,0,1,1,1,1,0
235051394,1,1,1,0,0,1,1,0,1,1,1,1,0
235561740,1,1,1,0,0,1,1,0,1,1,1,1,0
236063839,1,1,1,0,0,1,1,0,1,1,1,1,0
236563857,1,1,1,0,0,1,1,0,1,1,1,1,0
237073795,1,1,1,0,0,1,1,0,1,1,1,1,0
237575022,1,1,1,0,0,1,1,0,1,1,1,1,0
238077671,1,1,1,0,0,1,1,0,1,1,1,1,0
238586928,1,1,1,0,0,1,1,0,1,1,1,1,0
239087857,1,1,1,0,0,1,1,0,1,1,1,1,0
239597829,1,1,1,0,0,1,1,0,1,1,1,1,0
240105889,1,1,1,0,0,1,1,0,1,1,1,1,0
240607768,1,1,1,0,0,1,1,0,1,1,1,1,0
241117794,1,1,1,0,0,1,1,0,1,1,1,1,0
241620362,1,1,1,0,0,1,1,0,1,1,1,1,0
242122216,1,1,1,0,0,1,1,0,1,1,1,1,0
242625130,1,1,1,0,0,1,1,0,1,1,1,1,0
243135856,1,1,1,0,0,1,1,0,1,1,1,1,0
243639924,1,1,1,0,0,1,1,0,1,1,1,1,0
244151337,1,1,1,0,0,1,1,0,1,1,1,1,0
244658820,1,1,1,0,0,1,1,0,1,1,1,1,0
245161795,1,1,1,0,0,1,1,0,1,1,1,1,0
245661964,1,1,1,0,0,1,1,0,1,1,1,1,0
246166826,1,1,1,0,0,1,1,0,1,1,1,1,0
246667102,1,1,1,0,0,1,1,0,1,1,1,1,0
247170812,1,1,1,0,0,1,1,0,1,1,1,1,0
247672795,1,1,1,0,0,1,1,0,1,1,1,1,0
248172924,1,1,1,0,0,1,1,0,1,1,1,1,0
248681932,1,1,1,0,0,1,1,0,1,1,1,1,0
249183807,1,1,1,0,0,1,1,0,1,1,1,1,0
249683837,1,1,1,0,0,1,1,0,1,1,1,1,0
250186390,1,1,1,0,0,1,1,0,1,1,1,1,0
250694846,1,1,1,0,0,1,1,0,1,1,1,1,0
251196863,1,1,1,0,0,1,1,0,1,1,1,1,0
251697227,1,1,1,0,0,1,1,0,1,1,1,1,0
252198391,1,1,1,0,0,1,1,0,1,1,1,1,0
252702043,1,1,1,0,0,1,1,0,1,1,1,1,0
253202896,1,1,1,0,0,1,1,0,1,1,1,1,0
253705808,1,1,1,0,0,1,1,0,1,1,1,1,0
254216148,1,1,1,0,0,1,1,0,1,1,1,1,0
254717800,1,1,1,0,0,1,1,0,1,1,1,1,0
255227366,1,1,1,0,0,1,1,0,1,1,1,1,0
255738329,1,1,1,0,0,1,1,0,1,1,1,1,0
256238852,1,1,1,0,0,1,1,0,1,1,1,1,0
256740813,1,1,1,0,0,1,1,0,1,1,1,1,0
257249965,1,1,1,0,0,1,1,0,1,1,1,1,0
257750351,1,1,1,0,0,1,1,0,1,1,1,1,0
258260809,1,1,1,0,0,1,1,0,1,1,1,1,0
258760836,1,1,1,0,0,1,1,0,1,1,1,1,0
259263888,1,1,1,0,0,1,1,0,1,1,1,1,0
259763931,1,1,1,0,0,1,1,0,1,1,1,1,0
260273857,1,1,1,0,0,1,1,0,1,1,1,1,0
260784189,1,1,1,0,0,1,1,0,1,1,1,1,0
261288878,1,1,1,0,0,1,1,0,1,1,1,1,0
261789885,1,1,1,0,0,1,1,0,1,1,1,1,0
262295829,1,1,1,0,0,1,1,0,1,1,1,1,0
262804880,1,1,1,0,0,1,1,0,1,1,1,1,0
263307811,1,1,1,0,0,1,1,0,1,1,1,1,0
263809846,1,1,1,0,0,1,1,0,1,1,1,1,0
264319013,1,1,1,0,0,1,1,0,1,1,1,1,0
264829943,1,1,1,0,0,1,1,0,1,1,1,1,0
265332220,1,1,1,0,0,1,1,0,1,1,1,1,0
265838198,1,1,1,0,0,1,1,0,1,1,1,1,0
266344282,1,1,1,0,0,1,1,0,1,1,1,1,0
266846216,1,1,1,0,0,1,1,0,1,1,1,1,0
267350903,1,1,1,0,0,1,1,0,1,1,1,1,0
267855273,1,1,1,0,0,1,1,0,1,1,1,1,0
268358896,1,1,1,0,0,1,1,0,1,1,1,1,0
268859944,1,1,1,0,0,1,1,0,1,1,1,1,0
269361822,1,1,1,0,0,1,1,0,1,1,1,1,0
269871314,1,1,1,0,0,1,1,0,1,1,1,1,0
270381996,1,1,1,0,0,1,1,0,1,1,1,1,0
270884843,1,1,1,0,0,1,1,0,1,1,1,1,0
271387795,1,1,1,0,0,1,1,0,1,1,1,1,0
271896360,1,1,1,0,0,1,1,0,1,1,1,1,0
272398029,1,1,1,0,0,1,1,0,1,1,1,1,0
272902797,1,1,1,0,0,1,1,0,1,1,1,1,0
273407833,1,1,1,0,0,1,1,0,1,1,1,1,0
273907858,1,1,1,0,0,1,1,0,1,1,1,1,0
274408792,1,1,1,0,0,1,1,0,1,1,1,1,0
274911163,1,1,1,0,0,1,1,0,1,1,1,1,0
275411794,1,1,1,0,0,1,1,0,1,1,1,1,0
275914902,1,1,1,0,0,1,1,0,1,1,1,1,0
276417835,1,1,1,0,0,1,1,0,1,1,1,1,0
276929026,1,1,1,0,0,1,1,0,1,1,1,1,0
277432819,1,1,1,0,0,1,1,0,1,1,1,1,0
277937684,1,1,1,0,0,1,1,0,1,1,1,1,0
278439021,1,1,1,0,0,1,1,0,1,1,1,1,0
278939962,1,1,1,0,0,1,1,0,1,1,1,1,0
279444439,1,1,1,0,0,1,1,0,1,1,1,1,0
279947058,1,1,1,0,0,1,1,0,1,1,1,1,0
280457337,1,1,1,0,0,1,1,0,1,1,1,1,0
280967193,1,1,1,0,0,1,1,0,1,1,1,1,0
281468797,1,1,1,0,0,1,1,0,1,1,1,1,0
281971461,1,1,1,0,0,1,1,0,1,1,1,1,0
282473795,1,1,1,0,0,1,1,0,1,1,1,1,0
282976506,1,1,1,0,0,1,1,0,1,1,1,1,0
283477798,1,1,1,0,0,1,1,0,1,1,1,1,0
283980835,1,1,1,0,0,1,1,0,1,1,1,1,0
284480862,1,1,1,0,0,1,1,0,1,1,1,1,0
284988548,1,1,1,0,0,1,1,0,1,1,1,1,0
285498785,1,1,1,0,0,1,1,0,1,1,1,1,0
286008098,1,1,1,0,0,1,1,0,1,1,1,1,0
286514677,1,1,1,0,0,1,1,0,1,1,1,1,0
287025515,1,1,1,0,0,1,1,0,1,1,1,1,0
287535794,1,1,1,0,0,1,1,0,1,1,1,1,0
288045819,1,1,1,0,0,1,1,0,1,1,1,1,0
288548867,1,1,1,0,0,1,1,0,1,1,1,1,0
289058794,1,1,1,0,0,1,1,0,1,1,1,1,0
289568939,1,1,1,0,0,1,1,0,1,1,1,1,0
290077410,1,1,1,0,0,1,1,0,1,1,1,1,0
290583654,1,1,1,0,0,1,1,0,1,1,1,1,0
291086151,1,1,1,0,0,1,1,0,1,1,1,1,0
291586836,1,1,1,0,0,1,1,0,1,1,1,1,0
292090941,1,1,1,0,0,1,1,0,1,1,1,1,0
292595854,1,1,1,0,0,1,1,0,1,1,1,1,0
293102096,1,1,1,0,0,1,1,0,1,1,1,1,0
293602857,1,1,1,0,0,1,1,0,1,1,1,1,0
294104949,1,1,1,0,0,1,1,0,1,1,1,1,0
294613792,1,1,1,0,0,1,1,0,1,1,1,1,0
295118855,1,1,1,0,0,1,1,0,1,1,1,1,0
295627866,1,1,1,0,0,1,1,0,1,1,1,1,0
296128019,1,1,1,0,0,1,1,0,1,1,1,1,0
296629071,1,1,1,0,0,1,1,0,1,1,1,1,0
297131824,1,1,1,0,0,1,1,0,1,1,1,1,0
297639900,1,1,1,0,0,1,1,0,1,1,1,1,0
298140792,1,1,1,0,0,1,1,0,1,1,1,1,0
298651001,1,1,1,0,0,1,1,0,1,1,1,1,0
299159843,1,1,1,0,0,1,1,0,1,1,1,1,0
299666810,1,1,1,0,0,1,1,0,1,1,1,1,0
300169100,1,1,1,0,0,1,1,0,1,1,1,1,0
300675793,1,1,1,0,0,1,1,0,1,1,1,1,0
301181958,1,1,1,0,0,1,1,0,1,1,1,1,0
301692917,1,1,1,0,0,1,1,0,1,1,1,1,0
302193608,1,1,1,0,0,1,1,0,1,1,1,1,0
302699326,1,1,1,0,0,1,1,0,1,1,1,1,0
303201046,1,1,1,0,0,1,1,0,1,1,1,1,0
303704896,1,1,1,0,0,1,1,0,1,1,1,1,0
304206485,1,1,1,0,0,1,1,0,1,1,1,1,0
304709934,1,1,1,0,0,1,1,0,1,1,1,1,0
305210832,1,1,1,0,0,1,1,0,1,1,1,1,0
305716794,1,1,1,0,0,1,1,0,1,1,1,1,0
306218566,1,1,1,0,0,1,1,0,1,1,1,1,0
306722816,1,1,1,0,0,1,1,0,1,1,1,1,0
307223941,1,1,1,0,0,1,1,0,1,1,1,1,0
307734883,1,1,1,0,0,1,1,0,1,1,1,1,0
307982167,0,1,1,0,0,1,1,0,1,1,1,1,0
308482919,0,1,1,0,0,1,1,0,1,1,1,1,0
