timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
115285016,0,0,1,0,0,0,0,0
115785892,0,0,1,0,0,0,0,0
116289266,0,0,1,0,0,0,0,0
116796203,0,0,1,0,0,0,0,0
117297279,0,0,1,0,0,0,0,0
117800844,0,0,1,0,0,0,0,0
118302882,0,0,1,0,0,0,0,0
118805803,0,0,1,0,0,0,0,0
119309807,0,0,1,0,0,0,0,0
119818142,0,0,1,0,0,0,0,0
120319803,0,0,1,0,0,0,0,0
120825952,0,0,1,0,0,0,0,0
121331804,0,0,1,0,0,0,0,0
121838805,0,0,1,0,0,0,0,0
122341842,0,0,1,0,0,0,0,0
122851828,0,0,1,0,0,0,0,0
123355012,0,0,1,0,0,0,0,0
123862804,0,0,1,0,0,0,0,0
124362835,0,0,1,0,0,0,0,0
124864602,0,0,1,0,0,0,0,0
125369953,0,0,1,0,0,0,0,0
125872839,0,0,1,0,0,0,0,0
126378150,0,0,1,0,0,0,0,0
126884850,0,0,1,0,0,0,0,0
127384881,0,0,1,0,0,0,0,0
127890122,0,0,1,0,0,0,0,0
128395847,0,0,1,0,0,0,0,0
128901811,0,0,1,0,0,0,0,0
129405143,0,0,1,0,0,0,0,0
129908844,0,0,1,0,0,0,0,0
130416618,0,0,1,0,0,0,0,0
130926632,0,0,1,0,0,0,0,0
131428901,0,0,1,0,0,0,0,0
131929802,0,0,1,0,0,0,0,0
132434852,0,0,1,0,0,0,0,0
132939830,0,0,1,0,0,0,0,0
133446182,0,0,1,0,0,0,0,0
133949804,0,0,1,0,0,0,0,0
134450841,0,0,1,0,0,0,0,0
134957432,0,0,1,0,0,0,0,0
135462885,0,0,1,0,0,0,0,0
135972673,0,0,1,0,0,0,0,0
136479843,0,0,1,0,0,0,0,0
136982949,0,0,1,0,0,0,0,0
137483799,0,0,1,0,0,0,0,0
137991042,0,0,1,0,0,0,0,0
138496853,0,0,1,0,0,0,0,0
138998380,0,0,1,0,0,0,0,0
139505406,0,0,1,0,0,0,0,0
140007844,0,0,1,0,0,0,0,0
140509117,0,0,1,0,0,0,0,0
141016101,0,0,1,0,0,0,0,0
141526002,0,0,1,0,0,0,0,0
142030844,0,0,1,0,0,0,0,0
142538801,0,0,1,0,0,0,0,0
143038859,0,0,1,0,0,0,0,0
143539829,0,0,1,0,0,0,0,0
144041829,0,0,1,0,0,0,0,0
144549969,0,0,1,0,0,0,0,0
145050829,0,0,1,0,0,0,0,0
145553804,0,0,1,0,0,0,0,0
146062339,0,0,1,0,0,0,0,0
146566869,0,0,1,0,0,0,0,0
147068242,0,0,1,0,0,0,0,0
147573054,0,0,1,0,0,0,0,0
148083835,0,0,1,0,0,0,0,0
148590933,0,0,1,0,0,0,0,0
149097847,0,0,1,0,0,0,0,0
149601837,0,0,1,0,0,0,0,0
150105800,0,0,1,0,0,0,0,0
150606846,0,0,1,0,0,0,0,0
151109802,0,0,1,0,0,0,0,0
151618802,0,0,1,0,0,0,0,0
152121134,0,0,1,0,0,0,0,0
152631807,0,0,1,0,0,0,0,0
153141806,0,0,1,0,0,0,0,0
153647878,0,0,1,0,0,0,0,0
154150866,0,0,1,0,0,0,0,0
154657326,0,0,1,0,0,0,0,0
155160845,0,0,1,0,0,0,0,0
155662846,0,0,1,0,0,0,0,0
156171827,0,0,1,0,0,0,0,0
156682833,0,0,1,0,0,0,0,0
157185196,0,0,1,0,0,0,0,0
157686335,0,0,1,0,0,0,0,0
158197023,0,0,1,0,0,0,0,0
158702147,0,0,1,0,0,0,0,0
159204887,0,0,1,0,0,0,0,0
159707526,0,0,1,0,0,0,0,0
160208293,0,0,1,0,0,0,0,0
160711806,0,0,1,0,0,0,0,0
161218461,0,0,1,0,0,0,0,0
161719131,0,0,1,0,0,0,0,0
162221856,0,0,1,0,0,0,0,0
162731832,0,0,1,0,0,0,0,0
163235799,0,0,1,0,0,0,0,0
163737256,0,0,1,0,0,0,0,0
164240912,0,0,1,0,0,0,0,0
164747890,0,0,1,0,0,0,0,0
165249802,0,0,1,0,0,0,0,0
165753869,0,0,1,0,0,0,0,0
166262808,0,0,1,0,0,0,0,0
166762832,0,0,1,0,0,0,0,0
167265112,0,0,1,0,0,0,0,0
167775256,0,0,1,0,0,0,0,0
168280878,0,0,1,0,0,0,0,0
168791207,0,0,1,0,0,0,0,0
169298122,0,0,1,0,0,0,0,0
169803805,0,0,1,0,0,0,0,0
170306953,0,0,1,0,0,0,0,0
170808821,0,0,1,0,0,0,0,0
171310363,0,0,1,0,0,0,0,0
171820827,0,0,1,0,0,0,0,0
172323901,0,0,1,0,0,0,0,0
172829419,0,0,1,0,0,0,0,0
173335791,0,0,1,0,0,0,0,0
173845723,0,0,1,0,0,0,0,0
174356666,0,0,1,0,0,0,0,0
174861912,0,0,1,0,0,0,0,0
175365339,0,0,1,0,0,0,0,0
175867005,0,0,1,0,0,0,0,0
176370825,0,0,1,0,0,0,0,0
176881026,0,0,1,0,0,0,0,0
177382946,0,0,1,0,0,0,0,0
177887013,0,0,1,0,0,0,0,0
178394185,0,0,1,0,0,0,0,0
178894855,0,0,1,0,0,0,0,0
179400922,0,0,1,0,0,0,0,0
179905306,0,0,1,0,0,0,0,0
180415816,0,0,1,0,0,0,0,0
180921968,0,0,1,0,0,0,0,0
181430004,0,0,1,0,0,0,0,0
181934952,0,0,1,0,0,0,0,0
182436812,0,0,1,0,0,0,0,0
182939803,0,0,1,0,0,0,0,0
183449540,0,0,1,0,0,0,0,0
183952924,0,0,1,0,0,0,0,0
184460549,0,0,1,0,0,0,0,0
184961807,0,0,1,0,0,0,0,0
185469963,0,0,1,0,0,0,0,0
185976224,0,0,1,0,0,0,0,0
186479913,0,0,1,0,0,0,0,0
186983999,0,0,1,0,0,0,0,0
187486690,0,0,1,0,0,0,0,0
187996553,0,0,1,0,0,0,0,0
188496826,0,0,1,0,0,0,0,0
189000828,0,0,1,0,0,0,0,0
189509871,0,0,1,0,0,0,0,0
190018804,0,0,1,0,0,0,0,0
190525147,0,0,1,0,0,0,0,0
191030101,0,0,1,0,0,0,0,0
191532851,0,0,1,0,0,0,0,0
192032950,0,0,1,0,0,0,0,0
192540947,0,0,1,0,0,0,0,0
193050449,0,0,1,0,0,0,0,0
193561194,0,0,1,0,0,0,0,0
194070098,0,0,1,0,0,0,0,0
194577078,0,0,1,0,0,0,0,0
195083988,0,0,1,0,0,0,0,0
195590904,0,0,1,0,0,0,0,0
196096891,0,0,1,0,0,0,0,0
196602107,0,0,1,0,0,0,0,0
197106271,0,0,1,0,0,0,0,0
197607879,0,0,1,0,0,0,0,0
198118803,0,0,1,0,0,0,0,0
198619090,0,0,1,0,0,0,0,0
199126307,0,0,1,0,0,0,0,0
199630802,0,0,1,0,0,0,0,0
200136529,0,0,1,0,0,0,0,0
200640462,0,0,1,0,0,0,0,0
201140894,0,0,1,0,0,0,0,0
201650837,0,0,1,0,0,0,0,0
202157889,0,0,1,0,0,0,0,0
202658853,0,0,1,0,0,0,0,0
203164113,0,0,1,0,0,0,0,0
203672844,0,0,1,0,0,0,0,0
204178833,0,0,1,0,0,0,0,0
204680805,0,0,1,0,0,0,0,0
205184800,0,0,1,0,0,0,0,0
205684850,0,0,1,0,0,0,0,0
206185974,0,0,1,0,0,0,0,0
206691957,0,0,1,0,0,0,0,0
207017548,1,0,1,0,0,0,0,0
207527830,1,0,1,0,0,0,0,0
208028358,1,0,1,0,0,0,0,0
208530548,1,0,1,0,0,0,0,0
209030837,1,0,1,0,0,0,0,0
209540803,1,0,1,0,0,0,0,0
210046070,1,0,1,0,0,0,0,0
210555805,1,0,1,0,0,0,0,0
211061371,1,0,1,0,0,0,0,0
211572200,1,0,1,0,0,0,0,0
211922349,1,0,1,0,0,0,0,0
212327809,1,0,1,0,0,0,0,0
212827920,1,0,1,0,0,0,0,0
213328018,1,0,1,0,0,0,0,0
213829930,1,0,1,0,0,0,0,0
214336665,1,0,1,0,0,0,0,0
214839799,1,0,1,0,0,0,0,0
215341978,1,0,1,0,0,0,0,0
215848806,1,0,1,0,0,0,0,0
216350830,1,0,1,0,0,0,0,0
216851324,1,0,1,0,0,0,0,0
217361876,1,0,1,0,0,0,0,0
217872803,1,0,1,0,0,0,0,0
218372845,1,0,1,0,0,0,0,0
218873841,1,0,1,0,0,0,0,0
219385046,1,0,1,0,0,0,0,0
219885574,1,0,1,0,0,0,0,0
220394094,1,0,1,0,0,0,0,0
220907573,1,0,1,0,0,0,0,0
221416911,1,0,1,0,0,0,0,0
221918832,1,0,1,0,0,0,0,0
222428935,1,0,1,0,0,0,0,0
222931397,1,0,1,0,0,0,0,0
223440807,1,0,1,0,0,0,0,0
223940819,1,0,1,0,0,0,0,0
224441210,1,0,1,0,0,0,0,0
224950945,1,0,1,0,0,0,0,0
225457912,1,0,1,0,0,0,0,0
225961891,1,0,1,0,0,0,0,0
226471801,1,0,1,0,0,0,0,0
226973905,1,0,1,0,0,0,0,0
227474954,1,0,1,0,0,0,0,0
227985069,1,0,1,0,0,0,0,0
228494946,1,0,1,0,0,0,0,0
229005844,1,0,1,0,0,0,0,0
229507345,1,0,1,0,0,0,0,0
230017777,1,0,1,0,0,0,0,0
230517802,1,0,1,0,0,0,0,0
231025943,1,0,1,0,0,0,0,0
231529834,1,0,1,0,0,0,0,0
232038805,1,0,1,0,0,0,0,0
232538861,1,0,1,0,0,0,0,0
233038866,1,0,1,0,0,0,0,0
233541849,1,0,1,0,0,0,0,0
234043370,1,0,1,0,0,0,0,0
234550835,1,0,1,0,0,0,0,0
235051404,1,0,1,0,0,0,0,0
235561751,1,0,1,0,0,0,0,0
236063846,1,0,1,0,0,0,0,0
236563869,1,0,1,0,0,0,0,0
237073805,1,0,1,0,0,0,0,0
237575029,1,0,1,0,0,0,0,0
238077679,1,0,1,0,0,0,0,0
238586939,1,0,1,0,0,0,0,0
239087867,1,0,1,0,0,0,0,0
239597841,1,0,1,0,0,0,0,0
240105896,1,0,1,0,0,0,0,0
240607777,1,0,1,0,0,0,0,0
241117805,1,0,1,0,0,0,0,0
241620372,1,0,1,0,0,0,0,0
242122381,1,0,1,0,0,0,0,0
242625138,1,0,1,0,0,0,0,0
243135866,1,0,1,0,0,0,0,0
243639934,1,0,1,0,0,0,0,0
244151347,1,0,1,0,0,0,0,0
244658827,1,0,1,0,0,0,0,0
245161805,1,0,1,0,0,0,0,0
245661973,1,0,1,0,0,0,0,0
246166838,1,0,1,0,0,0,0,0
246667112,1,0,1,0,0,0,0,0
247170822,1,0,1,0,0,0,0,0
247672805,1,0,1,0,0,0,0,0
248172934,1,0,1,0,0,0,0,0
248681942,1,0,1,0,0,0,0,0
249183816,1,0,1,0,0,0,0,0
249683847,1,0,1,0,0,0,0,0
250186398,1,0,1,0,0,0,0,0
250694856,1,0,1,0,0,0,0,0
251196878,1,0,1,0,0,0,0,0
251697236,1,0,1,0,0,0,0,0
252198401,1,0,1,0,0,0,0,0
252702054,1,0,1,0,0,0,0,0
253202913,1,0,1,0,0,0,0,0
253705815,1,0,1,0,0,0,0,0
254216163,1,0,1,0,0,0,0,0
254717810,1,0,1,0,0,0,0,0
255227375,1,0,1,0,0,0,0,0
255738339,1,0,1,0,0,0,0,0
256238861,1,0,1,0,0,0,0,0
256740822,1,0,1,0,0,0,0,0
257249977,1,0,1,0,0,0,0,0
257750361,1,0,1,0,0,0,0,0
258260820,1,0,1,0,0,0,0,0
258760846,1,0,1,0,0,0,0,0
259263929,1,0,1,0,0,0,0,0
259763941,1,0,1,0,0,0,0,0
260273867,1,0,1,0,0,0,0,0
260784199,1,0,1,0,0,0,0,0
261288888,1,0,1,0,0,0,0,0
261789895,1,0,1,0,0,0,0,0
262295841,1,0,1,0,0,0,0,0
262804890,1,0,1,0,0,0,0,0
263307820,1,0,1,0,0,0,0,0
263809856,1,0,1,0,0,0,0,0
264319023,1,0,1,0,0,0,0,0
264829955,1,0,1,0,0,0,0,0
265332230,1,0,1,0,0,0,0,0
265838205,1,0,1,0,0,0,0,0
266344292,1,0,1,0,0,0,0,0
266846224,1,0,1,0,0,0,0,0
267350913,1,0,1,0,0,0,0,0
267855285,1,0,1,0,0,0,0,0
268358906,1,0,1,0,0,0,0,0
268859954,1,0,1,0,0,0,0,0
269361835,1,0,1,0,0,0,0,0
269871324,1,0,1,0,0,0,0,0
270382008,1,0,1,0,0,0,0,0
270884853,1,0,1,0,0,0,0,0
271387806,1,0,1,0,0,0,0,0
271896368,1,0,1,0,0,0,0,0
272398038,1,0,1,0,0,0,0,0
272902807,1,0,1,0,0,0,0,0
273407842,1,0,1,0,0,0,0,0
273907868,1,0,1,0,0,0,0,0
274408802,1,0,1,0,0,0,0,0
274911173,1,0,1,0,0,0,0,0
275411804,1,0,1,0,0,0,0,0
275914912,1,0,1,0,0,0,0,0
276417845,1,0,1,0,0,0,0,0
276929036,1,0,1,0,0,0,0,0
277432831,1,0,1,0,0,0,0,0
277937695,1,0,1,0,0,0,0,0
278439787,1,0,1,0,0,0,0,0
278940262,1,0,1,0,0,0,0,0
279444446,1,0,1,0,0,0,0,0
279947066,1,0,1,0,0,0,0,0
280457346,1,0,1,0,0,0,0,0
280967200,1,0,1,0,0,0,0,0
281468807,1,0,1,0,0,0,0,0
281971470,1,0,1,0,0,0,0,0
282473805,1,0,1,0,0,0,0,0
282976513,1,0,1,0,0,0,0,0
283477808,1,0,1,0,0,0,0,0
283980845,1,0,1,0,0,0,0,0
284480872,1,0,1,0,0,0,0,0
284988556,1,0,1,0,0,0,0,0
285498794,1,0,1,0,0,0,0,0
286008107,1,0,1,0,0,0,0,0
286514684,1,0,1,0,0,0,0,0
287025525,1,0,1,0,0,0,0,0
287535804,1,0,1,0,0,0,0,0
288045834,1,0,1,0,0,0,0,0
288548879,1,0,1,0,0,0,0,0
289058804,1,0,1,0,0,0,0,0
289568948,1,0,1,0,0,0,0,0
290077420,1,0,1,0,0,0,0,0
290583664,1,0,1,0,0,0,0,0
291086164,1,0,1,0,0,0,0,0
291586846,1,0,1,0,0,0,0,0
292090950,1,0,1,0,0,0,0,0
292595864,1,0,1,0,0,0,0,0
293102111,1,0,1,0,0,0,0,0
293602867,1,0,1,0,0,0,0,0
294104958,1,0,1,0,0,0,0,0
294613806,1,0,1,0,0,0,0,0
295118864,1,0,1,0,0,0,0,0
295627876,1,0,1,0,0,0,0,0
296128030,1,0,1,0,0,0,0,0
296629081,1,0,1,0,0,0,0,0
297131836,1,0,1,0,0,0,0,0
297639910,1,0,1,0,0,0,0,0
298140801,1,0,1,0,0,0,0,0
298651011,1,0,1,0,0,0,0,0
299159853,1,0,1,0,0,0,0,0
299666820,1,0,1,0,0,0,0,0
300169112,1,0,1,0,0,0,0,0
300675803,1,0,1,0,0,0,0,0
301181968,1,0,1,0,0,0,0,0
301692930,1,0,1,0,0,0,0,0
302193618,1,0,1,0,0,0,0,0
302699337,1,0,1,0,0,0,0,0
303201056,1,0,1,0,0,0,0,0
303704906,1,0,1,0,0,0,0,0
304206492,1,0,1,0,0,0,0,0
304709944,1,0,1,0,0,0,0,0
305210842,1,0,1,0,0,0,0,0
305716804,1,0,1,0,0,0,0,0
306218575,1,0,1,0,0,0,0,0
306722825,1,0,1,0,0,0,0,0
307223953,1,0,1,0,0,0,0,0
307734892,1,0,1,0,0,0,0,0
307982178,0,0,1,0,0,0,0,0
308482929,0,0,1,0,0,0,0,0
